,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
STMN11,9.00E-198,0.258625631,0.683,0.447,2.36E-193,7,STMN1
RGS1,2.32E-171,0.306553164,0.558,0.366,6.08E-167,7,RGS1
IGKC,0,1.501347163,0.662,0.153,0,8,IGKC
IGHM,0,1.148336382,0.567,0.1,0,8,IGHM
CD79A,0,1.111303836,0.667,0.042,0,8,CD79A
IGLC2,0,1.05939736,0.453,0.065,0,8,IGLC2
MS4A1,0,0.901136287,0.564,0.01,0,8,MS4A1
JCHAIN,0,0.804469709,0.429,0.02,0,8,JCHAIN
LTB1,0,0.797913491,0.74,0.286,0,8,LTB
CD79B,0,0.730625386,0.578,0.109,0,8,CD79B
IGLC3,0,0.686913068,0.285,0.018,0,8,IGLC3
BANK1,0,0.626362544,0.498,0.072,0,8,BANK1
HLA-DQB1,0,0.615399062,0.748,0.373,0,8,HLA-DQB1
HLA-DQA1,0,0.610381051,0.61,0.238,0,8,HLA-DQA1
TNFRSF13C,0,0.610147499,0.476,0.017,0,8,TNFRSF13C
IGHD,0,0.609032141,0.357,0.023,0,8,IGHD
RALGPS2,0,0.581428502,0.51,0.101,0,8,RALGPS2
IGHA1,0,0.571812177,0.317,0.083,0,8,IGHA1
HLA-DPB11,0,0.554266602,0.932,0.706,0,8,HLA-DPB1
CD522,0,0.528144269,0.947,0.707,0,8,CD52
HLA-DRA1,0,0.522938051,0.953,0.811,0,8,HLA-DRA
CD37,0,0.519449549,0.946,0.843,0,8,CD37
CD741,0,0.504894782,0.988,0.894,0,8,CD74
HLA-DRB12,0,0.502944019,0.936,0.72,0,8,HLA-DRB1
LINC00926,0,0.491349731,0.414,0.043,0,8,LINC00926
ISG202,0,0.479758503,0.541,0.201,0,8,ISG20
HLA-DPA11,0,0.473949287,0.936,0.7,0,8,HLA-DPA1
MEF2C1,0,0.468328632,0.598,0.293,0,8,MEF2C
HLA-DQA2,0,0.462580166,0.422,0.149,0,8,HLA-DQA2
VPREB3,0,0.434812495,0.327,0.003,0,8,VPREB3
AFF3,0,0.376106932,0.405,0.112,0,8,AFF3
FCER2,0,0.37510916,0.288,0.009,0,8,FCER2
PAX5,0,0.361872536,0.318,0.012,0,8,PAX5
FCMR1,0,0.340175166,0.357,0.081,0,8,FCMR
IKZF31,0,0.324052979,0.347,0.075,0,8,IKZF3
HLA-DMB,0,0.322463301,0.446,0.209,0,8,HLA-DMB
CCDC50,0,0.302951689,0.292,0.062,0,8,CCDC50
TPD52,0,0.300999011,0.317,0.059,0,8,TPD52
GNG7,0,0.299253473,0.355,0.109,0,8,GNG7
TMEM156,0,0.299086064,0.366,0.138,0,8,TMEM156
SPIB,0,0.29482765,0.253,0.011,0,8,SPIB
BLK,0,0.292465771,0.256,0.002,0,8,BLK
PLPP5,0,0.291926503,0.321,0.123,0,8,PLPP5
NIBAN3,0,0.289039914,0.25,0.008,0,8,NIBAN3
COBLL1,0,0.268822843,0.257,0.036,0,8,COBLL1
P2RX5,0,0.264529764,0.308,0.092,0,8,P2RX5
EZR,7.31E-297,0.362486541,0.55,0.317,1.91E-292,8,EZR
TCF4,2.21E-279,0.282855865,0.341,0.142,5.79E-275,8,TCF4
CD482,3.19E-264,0.316563156,0.761,0.505,8.35E-260,8,CD48
BIRC3,8.01E-255,0.296355784,0.404,0.196,2.10E-250,8,BIRC3
TXNIP2,9.73E-246,0.290057929,0.942,0.838,2.55E-241,8,TXNIP
HLA-DMA,6.39E-245,0.303641255,0.679,0.462,1.67E-240,8,HLA-DMA
MZB1,3.18E-241,0.349118747,0.261,0.101,8.33E-237,8,MZB1
KLF22,3.55E-236,0.285308005,0.965,0.848,9.30E-232,8,KLF2
CXCR42,3.74E-211,0.27944921,0.896,0.738,9.78E-207,8,CXCR4
CD692,7.47E-167,0.297308902,0.837,0.678,1.96E-162,8,CD69
EAF2,4.03E-151,0.261300983,0.431,0.273,1.05E-146,8,EAF2
HERPUD11,2.33E-144,0.250538756,0.601,0.426,6.11E-140,8,HERPUD1
PCLAF,0,1.193860445,0.898,0.1,0,9,PCLAF
HIST1H3B,0,1.189378867,0.787,0.03,0,9,HIST1H3B
HIST1H1B,0,1.158630978,0.763,0.049,0,9,HIST1H1B
STMN12,0,1.0692143,0.969,0.443,0,9,STMN1
MKI67,0,1.050445785,0.804,0.032,0,9,MKI67
CENPF,0,1.046093874,0.797,0.069,0,9,CENPF
HIST1H4C,0,1.024309669,0.961,0.727,0,9,HIST1H4C
TYMS,0,1.009448497,0.771,0.073,0,9,TYMS
TUBB,0,0.992492498,0.962,0.498,0,9,TUBB
HMGB2,0,0.982887962,0.994,0.687,0,9,HMGB2
NUSAP1,0,0.960013749,0.803,0.052,0,9,NUSAP1
HIST1H2AG,0,0.921130784,0.751,0.103,0,9,HIST1H2AG
TOP2A,0,0.889641176,0.707,0.027,0,9,TOP2A
TUBA1B,0,0.870975799,0.99,0.787,0,9,TUBA1B
CKS1B,0,0.866999091,0.788,0.105,0,9,CKS1B
HIST1H1D,0,0.862700918,0.809,0.278,0,9,HIST1H1D
HIST1H2AL,0,0.852108519,0.648,0.047,0,9,HIST1H2AL
DUT,0,0.851156963,0.88,0.46,0,9,DUT
HIST1H3D,0,0.850000243,0.676,0.11,0,9,HIST1H3D
UBE2C,0,0.825183808,0.633,0.017,0,9,UBE2C
H2AFZ,0,0.820607431,0.98,0.77,0,9,H2AFZ
SMC4,0,0.808198559,0.858,0.216,0,9,SMC4
PCNA,0,0.806184459,0.69,0.123,0,9,PCNA
HIST1H2AJ,0,0.799425812,0.634,0.027,0,9,HIST1H2AJ
HIST1H1C1,0,0.780898572,0.864,0.493,0,9,HIST1H1C
ASPM,0,0.779039848,0.633,0.02,0,9,ASPM
PTTG1,0,0.777003364,0.695,0.098,0,9,PTTG1
BIRC5,0,0.762119106,0.688,0.021,0,9,BIRC5
TPX2,0,0.730952209,0.655,0.033,0,9,TPX2
HIST2H2AC,0,0.730427627,0.784,0.44,0,9,HIST2H2AC
TMPO,0,0.703042417,0.857,0.292,0,9,TMPO
HIST1H2AH,0,0.700728496,0.624,0.045,0,9,HIST1H2AH
NUCKS1,0,0.699894701,0.977,0.712,0,9,NUCKS1
HMGN2,0,0.696816052,0.998,0.89,0,9,HMGN2
TK1,0,0.678150782,0.578,0.028,0,9,TK1
PRC1,0,0.671196578,0.67,0.06,0,9,PRC1
HIST1H1E,0,0.669976985,0.816,0.441,0,9,HIST1H1E
RRM2,0,0.66536566,0.605,0.023,0,9,RRM2
CKS2,0,0.66486811,0.734,0.18,0,9,CKS2
CENPW,0,0.658201949,0.711,0.092,0,9,CENPW
NASP,0,0.653873242,0.894,0.501,0,9,NASP
CENPU,0,0.652920173,0.673,0.098,0,9,CENPU
H2AFX,0,0.634577813,0.708,0.156,0,9,H2AFX
ATAD2,0,0.62815109,0.666,0.111,0,9,ATAD2
CLSPN,0,0.61475336,0.569,0.039,0,9,CLSPN
ANP32E,0,0.600107726,0.803,0.314,0,9,ANP32E
HIST1H3G,0,0.596679295,0.497,0.008,0,9,HIST1H3G
C21orf58,0,0.593369637,0.61,0.055,0,9,C21orf58
HELLS,0,0.590161598,0.56,0.081,0,9,HELLS
NUCB21,0,0.586443549,0.935,0.665,0,9,NUCB2
SMC2,0,0.58238629,0.624,0.085,0,9,SMC2
KIF11,0,0.580040926,0.568,0.022,0,9,KIF11
CENPM,0,0.578662068,0.559,0.027,0,9,CENPM
FABP5,0,0.576975033,0.734,0.262,0,9,FABP5
RANBP1,0,0.575563173,0.809,0.39,0,9,RANBP1
MCM7,0,0.574958004,0.656,0.16,0,9,MCM7
AURKB,0,0.570457261,0.552,0.012,0,9,AURKB
MAD2L1,0,0.56817404,0.61,0.069,0,9,MAD2L1
TACC3,0,0.559433968,0.705,0.178,0,9,TACC3
NUDT1,0,0.557348696,0.782,0.291,0,9,NUDT1
ATAD5,0,0.554563694,0.592,0.09,0,9,ATAD5
HIST1H2AI,0,0.549588008,0.507,0.025,0,9,HIST1H2AI
DHFR,0,0.54847439,0.564,0.079,0,9,DHFR
TUBA1C,0,0.548397804,0.743,0.313,0,9,TUBA1C
CDKN3,0,0.546728465,0.501,0.022,0,9,CDKN3
BRCA2,0,0.540255257,0.562,0.077,0,9,BRCA2
CBX5,0,0.53676987,0.723,0.213,0,9,CBX5
HMMR,0,0.536664573,0.44,0.014,0,9,HMMR
KIF20B,0,0.535302427,0.587,0.105,0,9,KIF20B
DNMT1,0,0.528102397,0.684,0.222,0,9,DNMT1
LSM4,0,0.525836457,0.755,0.334,0,9,LSM4
HMGB1,0,0.521547987,1,0.979,0,9,HMGB1
USP1,0,0.520374755,0.643,0.171,0,9,USP1
CLEC11A1,0,0.520297347,0.539,0.229,0,9,CLEC11A
CENPE,0,0.519697163,0.448,0.024,0,9,CENPE
ORC6,0,0.519526046,0.548,0.044,0,9,ORC6
DEK,0,0.516341805,0.954,0.745,0,9,DEK
CDT1,0,0.513212802,0.542,0.054,0,9,CDT1
CCNB2,0,0.511360889,0.459,0.02,0,9,CCNB2
RAD51AP1,0,0.509589282,0.521,0.023,0,9,RAD51AP1
LMNB1,0,0.50901694,0.62,0.133,0,9,LMNB1
GMNN,0,0.50869131,0.562,0.075,0,9,GMNN
ZWINT,0,0.508615598,0.531,0.027,0,9,ZWINT
SKA3,0,0.505092671,0.518,0.021,0,9,SKA3
DTYMK,0,0.499542603,0.594,0.105,0,9,DTYMK
SIVA1,0,0.499110376,0.771,0.365,0,9,SIVA1
IDH21,0,0.496664322,0.73,0.301,0,9,IDH2
MCM4,0,0.491710208,0.51,0.074,0,9,MCM4
GTSE1,0,0.486608761,0.463,0.011,0,9,GTSE1
RPA3,0,0.484575349,0.609,0.176,0,9,RPA3
RNASEH2B,0,0.48314718,0.789,0.362,0,9,RNASEH2B
CDCA5,0,0.481948371,0.493,0.013,0,9,CDCA5
MRPL51,0,0.481170732,0.77,0.349,0,9,MRPL51
H2AFV,0,0.480129672,0.919,0.654,0,9,H2AFV
DNAJC9,0,0.479043502,0.607,0.172,0,9,DNAJC9
HIST1H3F,0,0.46886281,0.438,0.012,0,9,HIST1H3F
CDK1,0,0.468567003,0.463,0.014,0,9,CDK1
HMGA12,0,0.467564432,0.788,0.456,0,9,HMGA1
FAM111A,0,0.467072846,0.64,0.212,0,9,FAM111A
JPT1,0,0.465836377,0.72,0.342,0,9,JPT1
CCNB1,0,0.465751876,0.384,0.026,0,9,CCNB1
CKAP2,0,0.465321454,0.573,0.157,0,9,CKAP2
CENPH,0,0.464805743,0.524,0.073,0,9,CENPH
RAD21,0,0.464778638,0.773,0.398,0,9,RAD21
MIS18BP1,0,0.462578641,0.892,0.56,0,9,MIS18BP1
CENPN,0,0.461563621,0.509,0.047,0,9,CENPN
RNASEH2C,0,0.459750715,0.729,0.336,0,9,RNASEH2C
HMGB3,0,0.458529217,0.547,0.132,0,9,HMGB3
RNASE21,0,0.457510783,0.486,0.196,0,9,RNASE2
NCAPG,0,0.457303369,0.461,0.013,0,9,NCAPG
ARHGAP11A,0,0.456918701,0.492,0.043,0,9,ARHGAP11A
TUBB4B,0,0.454382598,0.916,0.697,0,9,TUBB4B
EZH2,0,0.452141655,0.576,0.143,0,9,EZH2
CENPK,0,0.451512348,0.543,0.092,0,9,CENPK
HNRNPAB2,0,0.449874319,0.88,0.579,0,9,HNRNPAB
UBE2S1,0,0.448573694,0.775,0.442,0,9,UBE2S
LSM5,0,0.447217773,0.74,0.335,0,9,LSM5
CCNA2,0,0.446697751,0.444,0.014,0,9,CCNA2
HIST1H2BF,0,0.446483609,0.451,0.079,0,9,HIST1H2BF
KPNA2,0,0.444205406,0.573,0.16,0,9,KPNA2
SNRPD1,0,0.442413915,0.847,0.55,0,9,SNRPD1
HIST1H2BH,0,0.441900863,0.444,0.044,0,9,HIST1H2BH
ARL6IP1,0,0.441496019,0.797,0.559,0,9,ARL6IP1
CARHSP1,0,0.441430484,0.605,0.18,0,9,CARHSP1
NSD2,0,0.440002634,0.543,0.104,0,9,NSD2
SRSF10,0,0.439540099,0.911,0.657,0,9,SRSF10
ANLN,0,0.436090661,0.436,0.016,0,9,ANLN
HIST1H4E,0,0.434487693,0.537,0.155,0,9,HIST1H4E
RAN,0,0.428239399,0.9,0.707,0,9,RAN
BANF1,0,0.425497744,0.787,0.421,0,9,BANF1
SMC3,0,0.424496802,0.649,0.26,0,9,SMC3
BUB3,0,0.42327646,0.647,0.244,0,9,BUB3
MND1,0,0.421486185,0.441,0.016,0,9,MND1
KNL1,0,0.421155159,0.419,0.022,0,9,KNL1
DDX39A,0,0.418827444,0.613,0.189,0,9,DDX39A
PA2G4,0,0.414979812,0.872,0.631,0,9,PA2G4
NCAPD2,0,0.411328916,0.471,0.066,0,9,NCAPD2
MCM3,0,0.409903979,0.456,0.092,0,9,MCM3
ANP32B,0,0.407590425,0.969,0.863,0,9,ANP32B
BRCA1,0,0.406144609,0.433,0.04,0,9,BRCA1
NDC80,0,0.403930027,0.424,0.025,0,9,NDC80
KIFC1,0,0.403312354,0.41,0.009,0,9,KIFC1
RRM1,0,0.403103825,0.458,0.073,0,9,RRM1
CDC20,0,0.401298851,0.345,0.012,0,9,CDC20
NOP56,0,0.400691669,0.661,0.273,0,9,NOP56
UHRF1,0,0.400531612,0.427,0.034,0,9,UHRF1
KIF22,0,0.398910413,0.551,0.146,0,9,KIF22
MCM5,0,0.397752099,0.481,0.127,0,9,MCM5
SMC1A,0,0.397638717,0.562,0.186,0,9,SMC1A
ERH,0,0.396917679,0.82,0.53,0,9,ERH
FOXM1,0,0.396610158,0.413,0.011,0,9,FOXM1
DLGAP5,0,0.395840972,0.356,0.011,0,9,DLGAP5
CHEK1,0,0.394780109,0.425,0.043,0,9,CHEK1
NAA38,0,0.393430401,0.833,0.595,0,9,NAA38
UQCC2,0,0.391561251,0.573,0.185,0,9,UQCC2
PHF19,0,0.391549146,0.512,0.119,0,9,PHF19
MYBL2,0,0.390570786,0.377,0.017,0,9,MYBL2
WEE1,0,0.390478105,0.471,0.112,0,9,WEE1
H1FX,0,0.38940961,0.941,0.789,0,9,H1FX
C19orf48,0,0.387930822,0.559,0.179,0,9,C19orf48
HSPD1,0,0.387239452,0.775,0.516,0,9,HSPD1
FEN1,0,0.386739652,0.425,0.055,0,9,FEN1
CALR,0,0.386450788,0.942,0.794,0,9,CALR
SPC25,0,0.386233015,0.385,0.007,0,9,SPC25
LIG1,0,0.384424984,0.446,0.065,0,9,LIG1
XPO1,0,0.384039095,0.645,0.271,0,9,XPO1
IGFBP2,0,0.383719316,0.36,0.076,0,9,IGFBP2
CDCA8,0,0.383488178,0.389,0.011,0,9,CDCA8
NUF2,0,0.383219675,0.38,0.013,0,9,NUF2
SUZ12,0,0.382024675,0.657,0.306,0,9,SUZ12
GGH,0,0.379421347,0.418,0.035,0,9,GGH
SNRPF,0,0.377723378,0.891,0.651,0,9,SNRPF
ALYREF,0,0.377501311,0.607,0.251,0,9,ALYREF
RIF1,0,0.376061569,0.586,0.239,0,9,RIF1
SHCBP1,0,0.373737233,0.394,0.02,0,9,SHCBP1
PPM1G,0,0.372551591,0.677,0.33,0,9,PPM1G
TROAP,0,0.372438359,0.354,0.013,0,9,TROAP
HIST2H2BF,0,0.372117165,0.383,0.056,0,9,HIST2H2BF
MZT2B,0,0.370050549,0.947,0.831,0,9,MZT2B
CKAP2L,0,0.369241286,0.365,0.009,0,9,CKAP2L
UBE2T,0,0.368942432,0.393,0.025,0,9,UBE2T
TRIM28,0,0.366386031,0.648,0.257,0,9,TRIM28
SNRPG,0,0.365456782,0.856,0.606,0,9,SNRPG
ANAPC11,0,0.36518618,0.751,0.472,0,9,ANAPC11
PTBP1,0,0.364186249,0.727,0.349,0,9,PTBP1
POLE3,0,0.363367023,0.647,0.271,0,9,POLE3
FBXO5,0,0.363188489,0.382,0.037,0,9,FBXO5
YEATS4,0,0.36291881,0.488,0.125,0,9,YEATS4
PSIP1,0,0.362282634,0.751,0.45,0,9,PSIP1
PRKDC,0,0.361993696,0.594,0.277,0,9,PRKDC
VRK1,0,0.361334722,0.496,0.121,0,9,VRK1
ITGB3BP,0,0.361237829,0.477,0.104,0,9,ITGB3BP
ILF2,0,0.361056818,0.701,0.348,0,9,ILF2
CDCA3,0,0.359891024,0.355,0.009,0,9,CDCA3
CACYBP,0,0.359688451,0.651,0.301,0,9,CACYBP
NME41,0,0.358932538,0.606,0.265,0,9,NME4
SKA2,0,0.35582374,0.477,0.115,0,9,SKA2
MXD3,0,0.355509753,0.379,0.037,0,9,MXD3
KIF15,0,0.355254483,0.359,0.01,0,9,KIF15
HSPB11,0,0.354765776,0.583,0.226,0,9,HSPB11
HP1BP3,0,0.353290169,0.85,0.619,0,9,HP1BP3
HNRNPD,0,0.353225174,0.921,0.727,0,9,HNRNPD
CDK4,0,0.352826646,0.488,0.151,0,9,CDK4
HJURP,0,0.352719529,0.355,0.008,0,9,HJURP
SGO2,0,0.352645121,0.378,0.042,0,9,SGO2
KIF23,0,0.352464382,0.363,0.019,0,9,KIF23
CCT5,0,0.35200322,0.656,0.319,0,9,CCT5
FANCI,0,0.351709452,0.387,0.033,0,9,FANCI
MZT2A,0,0.350540391,0.797,0.528,0,9,MZT2A
PSMC3,0,0.350455898,0.601,0.252,0,9,PSMC3
HMGN11,0,0.349906583,0.984,0.856,0,9,HMGN1
CEP55,0,0.349686108,0.336,0.006,0,9,CEP55
PAICS,0,0.349400626,0.491,0.141,0,9,PAICS
BARD1,0,0.347926842,0.417,0.064,0,9,BARD1
PRIM1,0,0.347693936,0.416,0.08,0,9,PRIM1
DYNLL1,0,0.347299539,0.854,0.642,0,9,DYNLL1
HIST1H2AM,0,0.346896815,0.358,0.022,0,9,HIST1H2AM
HDGF1,0,0.345322142,0.678,0.348,0,9,HDGF
NME1,0,0.34512143,0.555,0.236,0,9,NME1
CNTRL,0,0.344466054,0.642,0.297,0,9,CNTRL
SNRPB,0,0.343203873,0.891,0.715,0,9,SNRPB
GGCT,0,0.342124363,0.513,0.183,0,9,GGCT
PXMP2,0,0.342048722,0.424,0.086,0,9,PXMP2
HIRIP3,0,0.341860763,0.406,0.058,0,9,HIRIP3
YWHAH,0,0.341798797,0.674,0.323,0,9,YWHAH
LSM3,0,0.340396146,0.761,0.47,0,9,LSM3
SNRPD3,0,0.339837181,0.769,0.472,0,9,SNRPD3
EXOSC8,0,0.33856139,0.534,0.178,0,9,EXOSC8
ING2,0,0.338259619,0.516,0.184,0,9,ING2
SNRPE,0,0.33790911,0.815,0.589,0,9,SNRPE
BRI3BP,0,0.337840903,0.458,0.123,0,9,BRI3BP
RBBP7,0,0.33741678,0.627,0.273,0,9,RBBP7
HIST1H3H,0,0.336050714,0.361,0.045,0,9,HIST1H3H
CCT21,0,0.335085638,0.722,0.409,0,9,CCT2
SGO1,0,0.333486261,0.356,0.017,0,9,SGO1
MAZ,0,0.332464537,0.767,0.439,0,9,MAZ
NCAPG2,0,0.33194331,0.362,0.03,0,9,NCAPG2
BUB1B,0,0.331855053,0.345,0.013,0,9,BUB1B
NCAPH,0,0.331632104,0.346,0.011,0,9,NCAPH
HIST1H2BC,0,0.331588388,0.45,0.142,0,9,HIST1H2BC
SUPT16H,0,0.331393634,0.55,0.234,0,9,SUPT16H
KIF2C,0,0.330116117,0.337,0.01,0,9,KIF2C
MLEC,0,0.330075766,0.603,0.262,0,9,MLEC
MIF,0,0.329477589,0.975,0.909,0,9,MIF
CCDC14,0,0.329208465,0.48,0.162,0,9,CCDC14
TMEM106C,0,0.328832792,0.367,0.054,0,9,TMEM106C
POLQ,0,0.328536514,0.334,0.013,0,9,POLQ
HDAC2,0,0.328462216,0.587,0.239,0,9,HDAC2
HIST2H2AB,0,0.328214335,0.345,0.036,0,9,HIST2H2AB
CEP152,0,0.327214481,0.371,0.05,0,9,CEP152
HIST1H3C,0,0.327031359,0.323,0.008,0,9,HIST1H3C
DIAPH3,0,0.326805468,0.339,0.01,0,9,DIAPH3
PKMYT1,0,0.326323335,0.34,0.012,0,9,PKMYT1
PRR11,0,0.325618702,0.356,0.044,0,9,PRR11
NOP58,0,0.324407355,0.644,0.316,0,9,NOP58
CHAF1A,0,0.324148104,0.386,0.064,0,9,CHAF1A
RFWD3,0,0.323907887,0.4,0.071,0,9,RFWD3
RBBP4,0,0.322259456,0.668,0.346,0,9,RBBP4
PDCD5,0,0.322035262,0.645,0.329,0,9,PDCD5
NPW,0,0.318544467,0.344,0.099,0,9,NPW
KIF14,0,0.318396754,0.318,0.011,0,9,KIF14
SSRP1,0,0.317923234,0.478,0.152,0,9,SSRP1
PLK1,0,0.317035488,0.276,0.009,0,9,PLK1
FUS,0,0.316710897,0.96,0.845,0,9,FUS
AK2,0,0.316067733,0.542,0.23,0,9,AK2
ASF1B,0,0.315785043,0.338,0.015,0,9,ASF1B
KHSRP,0,0.315710217,0.534,0.197,0,9,KHSRP
GINS2,0,0.31314089,0.325,0.035,0,9,GINS2
MYB,0,0.312474692,0.507,0.198,0,9,MYB
TCERG1,0,0.31160947,0.541,0.218,0,9,TCERG1
PARP1,0,0.310892697,0.527,0.23,0,9,PARP1
CENPS,0,0.310127,0.342,0.03,0,9,CENPS
HIST1H2AE,0,0.306341771,0.378,0.092,0,9,HIST1H2AE
HIST1H4H,0,0.305678264,0.337,0.041,0,9,HIST1H4H
HPRT1,0,0.305646021,0.479,0.17,0,9,HPRT1
BAZ1B,0,0.305486743,0.482,0.175,0,9,BAZ1B
NREP1,0,0.304743302,0.517,0.214,0,9,NREP
CIT,0,0.304000465,0.317,0.01,0,9,CIT
CDCA7,0,0.303682194,0.361,0.073,0,9,CDCA7
ENO1,0,0.302787351,0.946,0.857,0,9,ENO1
FDPS,0,0.302763272,0.568,0.256,0,9,FDPS
PPIA,0,0.302640146,0.995,0.972,0,9,PPIA
PHGDH,0,0.302385289,0.297,0.034,0,9,PHGDH
RHEB,0,0.302128086,0.592,0.268,0,9,RHEB
RFC1,0,0.301508541,0.573,0.262,0,9,RFC1
SPC24,0,0.301496122,0.322,0.009,0,9,SPC24
CKAP5,0,0.30116843,0.363,0.068,0,9,CKAP5
MDH1,0,0.301026323,0.597,0.287,0,9,MDH1
ESCO2,0,0.300875091,0.306,0.011,0,9,ESCO2
MYL6B,0,0.300846925,0.494,0.171,0,9,MYL6B
VAMP8,0,0.298968992,0.921,0.809,0,9,VAMP8
DTL,0,0.294797809,0.31,0.022,0,9,DTL
BUB1,0,0.293231148,0.3,0.016,0,9,BUB1
HIST1H2AK,0,0.292757229,0.33,0.051,0,9,HIST1H2AK
COX8A,0,0.290972004,0.91,0.813,0,9,COX8A
HMGXB4,0,0.290842362,0.49,0.184,0,9,HMGXB4
MCM6,0,0.290484411,0.328,0.06,0,9,MCM6
TTF2,0,0.290305584,0.392,0.089,0,9,TTF2
ACYP1,0,0.28981465,0.417,0.12,0,9,ACYP1
TTK,0,0.289671328,0.293,0.011,0,9,TTK
NRM,0,0.289305268,0.379,0.074,0,9,NRM
PTGES3,0,0.288117475,0.904,0.757,0,9,PTGES3
CBX3,0,0.288090329,0.893,0.704,0,9,CBX3
CENPJ,0,0.287870606,0.392,0.095,0,9,CENPJ
SNRNP25,0,0.28784689,0.408,0.124,0,9,SNRNP25
WDR76,0,0.287804818,0.317,0.034,0,9,WDR76
TPRKB,0,0.287461233,0.563,0.25,0,9,TPRKB
TECR,0,0.286567825,0.575,0.261,0,9,TECR
CDCA4,0,0.286216118,0.368,0.071,0,9,CDCA4
CTCF,0,0.284909175,0.516,0.215,0,9,CTCF
GUSB,0,0.284531914,0.505,0.21,0,9,GUSB
HAUS1,0,0.284041785,0.442,0.142,0,9,HAUS1
RFC4,0,0.281342288,0.337,0.062,0,9,RFC4
PPIH,0,0.281160774,0.469,0.164,0,9,PPIH
CDK5RAP2,0,0.280728271,0.387,0.096,0,9,CDK5RAP2
TOPBP1,0,0.280663641,0.417,0.132,0,9,TOPBP1
MAGOHB,0,0.279091746,0.411,0.115,0,9,MAGOHB
TFDP11,0,0.278656473,0.459,0.159,0,9,TFDP1
MRPL18,0,0.277699461,0.528,0.227,0,9,MRPL18
RACGAP1,0,0.277441121,0.294,0.017,0,9,RACGAP1
CCDC18,0,0.277130862,0.36,0.081,0,9,CCDC18
FANCD2,0,0.276130897,0.311,0.027,0,9,FANCD2
E2F8,0,0.276101295,0.276,0.005,0,9,E2F8
MZT1,0,0.275252874,0.434,0.15,0,9,MZT1
CCDC167,0,0.274540087,0.389,0.107,0,9,CCDC167
MSH6,0,0.274371905,0.389,0.13,0,9,MSH6
HIST1H2BL,0,0.274321798,0.279,0.011,0,9,HIST1H2BL
WDR34,0,0.274282154,0.324,0.04,0,9,WDR34
KIF4A,0,0.273846435,0.278,0.007,0,9,KIF4A
SPAG5,0,0.273845934,0.301,0.02,0,9,SPAG5
CCDC34,0,0.273350341,0.315,0.042,0,9,CCDC34
NCAPD3,0,0.273094966,0.354,0.068,0,9,NCAPD3
SRSF3,0,0.272751426,0.981,0.883,0,9,SRSF3
HNRNPA3,0,0.270251865,0.963,0.858,0,9,HNRNPA3
MNS1,0,0.269410061,0.29,0.023,0,9,MNS1
CIP2A,0,0.268645438,0.294,0.022,0,9,CIP2A
HADH,0,0.268222998,0.379,0.1,0,9,HADH
VKORC1,0,0.265749665,0.476,0.192,0,9,VKORC1
CDCA7L,0,0.262239615,0.424,0.146,0,9,CDCA7L
GMPS,0,0.2616968,0.454,0.179,0,9,GMPS
MCM2,0,0.259606294,0.3,0.042,0,9,MCM2
RFC3,0,0.258992076,0.312,0.045,0,9,RFC3
CDC6,0,0.257220169,0.263,0.014,0,9,CDC6
E2F1,0,0.256723508,0.273,0.025,0,9,E2F1
HIST1H2BN,0,0.256672478,0.301,0.072,0,9,HIST1H2BN
SAE1,0,0.255926714,0.368,0.103,0,9,SAE1
NAP1L1,0,0.255554004,0.977,0.916,0,9,NAP1L1
PARPBP,0,0.254824692,0.299,0.033,0,9,PARPBP
SET,0,0.25250416,0.975,0.901,0,9,SET
MMS22L,0,0.251558141,0.302,0.059,0,9,MMS22L
AC068587.4,0,0.251205404,0.321,0.088,0,9,AC068587.4
SEM1,1.44E-307,0.301468449,0.864,0.649,3.77E-303,9,SEM1
PDIA6,5.76E-306,0.354976081,0.679,0.394,1.51E-301,9,PDIA6
DCTPP1,1.79E-305,0.25567473,0.391,0.145,4.68E-301,9,DCTPP1
NFIC,1.12E-304,0.266669589,0.477,0.197,2.93E-300,9,NFIC
ILF3,1.43E-304,0.319333973,0.717,0.396,3.75E-300,9,ILF3
LBR,1.02E-303,0.31202024,0.564,0.265,2.68E-299,9,LBR
MRPL57,7.13E-301,0.311054883,0.848,0.613,1.86E-296,9,MRPL57
SNRPC,2.45E-299,0.304317343,0.661,0.346,6.41E-295,9,SNRPC
CRNDE,1.33E-295,0.263941694,0.369,0.132,3.49E-291,9,CRNDE
TIMM10,8.75E-294,0.251682518,0.409,0.158,2.29E-289,9,TIMM10
NUDC,9.38E-294,0.299536056,0.613,0.308,2.45E-289,9,NUDC
CMC2,6.60E-293,0.277444642,0.552,0.255,1.73E-288,9,CMC2
CCDC88A,4.73E-292,0.354729622,0.741,0.454,1.24E-287,9,CCDC88A
IMPDH21,1.36E-291,0.308337175,0.59,0.281,3.55E-287,9,IMPDH2
HAT1,2.03E-290,0.257491975,0.472,0.198,5.31E-286,9,HAT1
CEP57,4.36E-289,0.272457359,0.525,0.236,1.14E-284,9,CEP57
NDUFAF3,2.35E-288,0.293817274,0.581,0.283,6.14E-284,9,NDUFAF3
NONO,6.16E-288,0.307174484,0.783,0.509,1.61E-283,9,NONO
E2F3,1.24E-287,0.268243853,0.469,0.197,3.25E-283,9,E2F3
