"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0051044","GO:0051044","positive regulation of membrane protein ectodomain proteolysis","3/408","16/18614",0.00473391197395645,0.0297310095621672,0.0217673188649202,"3458/7133/101",3
"GO:0061684","GO:0061684","chaperone-mediated autophagy","3/408","16/18614",0.00473391197395645,0.0297310095621672,0.0217673188649202,"3320/1191/5476",3
"GO:0070230","GO:0070230","positive regulation of lymphocyte apoptotic process","3/408","16/18614",0.00473391197395645,0.0297310095621672,0.0217673188649202,"6352/101/27166",3
"GO:0045638","GO:0045638","negative regulation of myeloid cell differentiation","7/408","95/18614",0.00488487226455193,0.0306319066927903,0.022426903433206,"7538/5295/4792/6348/7704/4067/5196",7
"GO:0043393","GO:0043393","regulation of protein binding","11/408","201/18614",0.00492769751912457,0.0308529878463161,0.0225887662167001,"84525/567/60/7049/3676/28996/114769/5499/998/7009/2280",11
"GO:0046626","GO:0046626","regulation of insulin receptor signaling pathway","6/408","72/18614",0.00494240737204131,0.0308976264546632,0.0226214480137829,"5295/5305/1509/5791/2771/896",6
"GO:0034694","GO:0034694","response to prostaglandin","4/408","32/18614",0.00503356944629231,0.0314193400659839,0.0230034164265958,"54331/7049/8644/5729",4
"GO:0045058","GO:0045058","T cell selection","5/408","51/18614",0.00506916225075455,0.03154489363981,0.0230953394630601,"5788/30009/387/6693/7535",5
"GO:0051489","GO:0051489","regulation of filopodium assembly","5/408","51/18614",0.00506916225075455,0.03154489363981,0.0230953394630601,"5295/998/382/832/9750",5
"GO:0070664","GO:0070664","negative regulation of leukocyte proliferation","7/408","96/18614",0.00517242150723964,0.0321383994870561,0.0235298699823883,"7305/3123/2950/11314/4067/6693/1051",7
"GO:0042246","GO:0042246","tissue regeneration","6/408","73/18614",0.00528791020037569,0.0328059695231831,0.0240186260002645,"84525/975/301/5782/7294/136319",6
"GO:0033006","GO:0033006","regulation of mast cell activation involved in immune response","4/408","33/18614",0.00563041889023637,0.0346143688865013,0.0253426310090469,"5880/11314/4067/8673",4
"GO:0048384","GO:0048384","retinoic acid receptor signaling pathway","4/408","33/18614",0.00563041889023637,0.0346143688865013,0.0253426310090469,"81/811/8644/1488",4
"GO:0071404","GO:0071404","cellular response to low-density lipoprotein particle stimulus","4/408","33/18614",0.00563041889023637,0.0346143688865013,0.0253426310090469,"3689/975/3688/2207",4
"GO:0051592","GO:0051592","response to calcium ion","9/408","149/18614",0.00564610220100532,0.0346143688865013,0.0253426310090469,"801/3309/8826/3725/8644/241/71/808/3726",9
"GO:0030889","GO:0030889","negative regulation of B cell proliferation","3/408","17/18614",0.00565583161884443,0.0346143688865013,0.0253426310090469,"7305/11314/4067",3
"GO:0033623","GO:0033623","regulation of integrin activation","3/408","17/18614",0.00565583161884443,0.0346143688865013,0.0253426310090469,"5341/5908/8631",3
"GO:0045198","GO:0045198","establishment of epithelial cell apical/basal polarity","3/408","17/18614",0.00565583161884443,0.0346143688865013,0.0253426310090469,"4478/387/998",3
"GO:0090713","GO:0090713","immunological memory process","3/408","17/18614",0.00565583161884443,0.0346143688865013,0.0253426310090469,"975/3123/11126",3
"GO:1901163","GO:1901163","regulation of trophoblast cell migration","3/408","17/18614",0.00565583161884443,0.0346143688865013,0.0253426310090469,"811/397/7076",3
"GO:0022411","GO:0022411","cellular component disassembly","20/408","488/18614",0.00574451373105463,0.0351044047492934,0.0257014068137613,"3936/801/5341/1072/5295/7040/11034/3688/23710/81631/1524/11145/3684/101/5499/8673/382/832/136319/3796",20
"GO:0010632","GO:0010632","regulation of epithelial cell migration","14/408","295/18614",0.00578510396770115,0.0352995266053142,0.0258442637069536,"3458/5216/7040/7114/301/3146/811/23499/3725/387/152007/51466/382/6678",14
"GO:2000146","GO:2000146","negative regulation of cell motility","17/408","390/18614",0.0058255910973298,0.0354934369397851,0.0259862335944142,"22914/4092/7040/1843/3146/811/387/8519/9289/1524/11314/684/397/51466/7414/7076/9750",17
"GO:0071496","GO:0071496","cellular response to external stimulus","15/408","327/18614",0.00593319395084655,0.0360950724532098,0.0264267161832678,"1535/5366/5788/3659/3309/23710/3676/81631/4929/8644/4067/5594/7351/136319/4149",15
"GO:0032635","GO:0032635","interleukin-6 production","10/408","178/18614",0.00600496315847756,0.0364229610624323,0.0266667771840286,"3458/3106/1535/7305/10417/3146/4155/58515/2149/1051",10
"GO:0032675","GO:0032675","regulation of interleukin-6 production","10/408","178/18614",0.00600496315847756,0.0364229610624323,0.0266667771840286,"3458/3106/1535/7305/10417/3146/4155/58515/2149/1051",10
"GO:2000242","GO:2000242","negative regulation of reproductive process","6/408","75/18614",0.00603149780918695,0.0365295469097266,0.0267448131524908,"1843/811/4627/5730/397/7076",6
"GO:0051146","GO:0051146","striated muscle cell differentiation","14/408","297/18614",0.00612889132631538,0.0370643338962337,0.0271363531315073,"84525/975/7040/3688/811/11214/963/4627/9172/71/5997/10398/136319/9750",14
"GO:0070588","GO:0070588","calcium ion transmembrane transport","16/408","360/18614",0.00614598692567902,0.0371126558652854,0.027171731671423,"1535/801/2316/5788/79026/2534/6348/4067/2149/54499/309/7009/2812/2815/808/2280",16
"GO:0090066","GO:0090066","regulation of anatomical structure size","20/408","492/18614",0.0062681835056799,0.0375439611087607,0.0274875083268779,"5216/5341/10109/4478/7114/81873/3320/11034/23499/387/2149/10094/5499/10092/5997/51466/382/832/23645/136319",20
"GO:0002323","GO:0002323","natural killer cell activation involved in immune response","4/408","34/18614",0.00627267848750393,0.0375439611087607,0.0274875083268779,"4818/2214/3134/3916",4
"GO:0043372","GO:0043372","positive regulation of CD4-positive, alpha-beta T cell differentiation","4/408","34/18614",0.00627267848750393,0.0375439611087607,0.0274875083268779,"3458/3561/3123/301",4
"GO:0050869","GO:0050869","negative regulation of B cell activation","4/408","34/18614",0.00627267848750393,0.0375439611087607,0.0274875083268779,"7305/3398/11314/4067",4
"GO:0055094","GO:0055094","response to lipoprotein particle","4/408","34/18614",0.00627267848750393,0.0375439611087607,0.0274875083268779,"3689/975/3688/2207",4
"GO:0090313","GO:0090313","regulation of protein targeting to membrane","4/408","34/18614",0.00627267848750393,0.0375439611087607,0.0274875083268779,"3689/2534/3684/2040",4
"GO:0002832","GO:0002832","negative regulation of response to biotic stimulus","8/408","125/18614",0.00631665670348416,0.0377517488612924,0.0276396384540478,"3824/3106/55646/3105/7040/3133/3134/114769",8
"GO:0002637","GO:0002637","regulation of immunoglobulin production","6/408","76/18614",0.00643056903029541,0.0383201745138657,0.0280558067111226,"5788/7040/3133/30009/121260/7009",6
"GO:1903036","GO:1903036","positive regulation of response to wounding","6/408","76/18614",0.00643056903029541,0.0383201745138657,0.0280558067111226,"2316/301/3688/7852/2149/71",6
"GO:0140888","GO:0140888","interferon-mediated signaling pathway","7/408","100/18614",0.00645120672076119,0.0383870344435367,0.0281047576693937,"10581/3458/3716/3659/8519/7294/10410",7
"GO:0009409","GO:0009409","response to cold","5/408","54/18614",0.00647054693634532,0.0384459902515212,0.0281479216887202,"284207/3320/4792/51316/7351",5
"GO:0051960","GO:0051960","regulation of nervous system development","19/408","461/18614",0.00661119689082008,0.0388850939021034,0.0284694078850429,"8530/3458/567/3398/8553/7040/1075/6281/7133/3688/4155/23499/7832/7852/430/1524/4067/7533/4673",19
"GO:0019730","GO:0019730","antimicrobial humoral response","8/408","126/18614",0.0066197750198606,0.0388850939021034,0.0284694078850429,"10578/3105/10417/3133/2597/5473/5196/5197",8
"GO:0033673","GO:0033673","negative regulation of kinase activity","12/408","239/18614",0.00667583934103096,0.0388850939021034,0.0284694078850429,"3458/5788/5305/1843/2950/4616/11314/4067/5478/5997/5577/1032",12
"GO:0002693","GO:0002693","positive regulation of cellular extravasation","3/408","18/18614",0.00667791961531926,0.0388850939021034,0.0284694078850429,"4267/101/9750",3
"GO:0010958","GO:0010958","regulation of amino acid import across plasma membrane","3/408","18/18614",0.00667791961531926,0.0388850939021034,0.0284694078850429,"3688/5997/10550",3
"GO:0044247","GO:0044247","cellular polysaccharide catabolic process","3/408","18/18614",0.00667791961531926,0.0388850939021034,0.0284694078850429,"23710/313/5499",3
"GO:0045623","GO:0045623","negative regulation of T-helper cell differentiation","3/408","18/18614",0.00667791961531926,0.0388850939021034,0.0284694078850429,"4092/30009/301",3
"GO:0061450","GO:0061450","trophoblast cell migration","3/408","18/18614",0.00667791961531926,0.0388850939021034,0.0284694078850429,"811/397/7076",3
"GO:0090594","GO:0090594","inflammatory response to wounding","3/408","18/18614",0.00667791961531926,0.0388850939021034,0.0284694078850429,"7040/2149/7076",3
"GO:0099010","GO:0099010","modification of postsynaptic structure","3/408","18/18614",0.00667791961531926,0.0388850939021034,0.0284694078850429,"5216/5908/387",3
"GO:0150079","GO:0150079","negative regulation of neuroinflammatory response","3/408","18/18614",0.00667791961531926,0.0388850939021034,0.0284694078850429,"8530/5788/7133",3
"GO:1903729","GO:1903729","regulation of plasma membrane organization","3/408","18/18614",0.00667791961531926,0.0388850939021034,0.0284694078850429,"79026/6281/4627",3
"GO:1903789","GO:1903789","regulation of amino acid transmembrane transport","3/408","18/18614",0.00667791961531926,0.0388850939021034,0.0284694078850429,"3688/5997/10550",3
"GO:0016049","GO:0016049","cell growth","20/408","495/18614",0.00668609570696808,0.0388850939021034,0.0284694078850429,"1535/4092/7040/3320/3688/11214/8826/23499/3676/387/7852/3490/684/998/5997/7414/136319/55004/1032/11007",20
"GO:0030183","GO:0030183","B cell differentiation","9/408","153/18614",0.00668754927020964,0.0388850939021034,0.0284694078850429,"3398/3956/5788/5295/3561/3688/22806/22890/3676",9
"GO:0006809","GO:0006809","nitric oxide biosynthetic process","6/408","77/18614",0.00684848049241414,0.0397075483457753,0.029071561272732,"3458/22914/3320/6095/1524/1191",6
"GO:0050853","GO:0050853","B cell receptor signaling pathway","6/408","77/18614",0.00684848049241414,0.0397075483457753,0.029071561272732,"975/5788/4792/11314/4067/5594",6
"GO:0032633","GO:0032633","interleukin-4 production","4/408","35/18614",0.00696177560017762,0.0401360641390721,0.0293852956547362,"3133/3123/2207/1051",4
"GO:0032673","GO:0032673","regulation of interleukin-4 production","4/408","35/18614",0.00696177560017762,0.0401360641390721,0.0293852956547362,"3133/3123/2207/1051",4
"GO:0035025","GO:0035025","positive regulation of Rho protein signal transduction","4/408","35/18614",0.00696177560017762,0.0401360641390721,0.0293852956547362,"8477/11214/9289/2149",4
"GO:0090162","GO:0090162","establishment of epithelial cell polarity","4/408","35/18614",0.00696177560017762,0.0401360641390721,0.0293852956547362,"4478/387/998/382",4
"GO:0007265","GO:0007265","Ras protein signal transduction","15/408","333/18614",0.00697163240028093,0.0401361209937078,0.0293853372803991,"1072/8477/5908/3688/9046/11214/387/9289/2149/11186/998/397/382/9402/9750",15
"GO:0031529","GO:0031529","ruffle organization","5/408","55/18614",0.00699249206186086,0.04019943250232,0.0294316902908107,"5216/5341/51225/51466/382",5
"GO:0045860","GO:0045860","positive regulation of protein kinase activity","16/408","366/18614",0.00715727691246769,0.0410888178805892,0.030082846622455,"6352/3458/801/5788/7040/3320/11214/8826/387/11314/101/5478/896/1191/23531/808",16
"GO:0030316","GO:0030316","osteoclast differentiation","7/408","102/18614",0.00717239304444546,0.0411176850199152,0.0301039814656938,"3458/7305/975/5295/6348/1051/3726",7
"GO:0008286","GO:0008286","insulin receptor signaling pathway","8/408","128/18614",0.00725891131669076,0.0414484825859033,0.0303461722356893,"5295/5305/1509/5594/5786/5791/2771/896",8
"GO:0030010","GO:0030010","establishment of cell polarity","9/408","155/18614",0.00726060269046491,0.0414484825859033,0.0303461722356893,"4478/3320/5908/3688/387/4627/998/382/9750",9
"GO:0043524","GO:0043524","negative regulation of neuron apoptotic process","9/408","155/18614",0.00726060269046491,0.0414484825859033,0.0303461722356893,"3725/387/7832/4929/1524/2149/28996/101/1051",9
"GO:0002823","GO:0002823","negative regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","5/408","56/18614",0.00754315134078723,0.0429818838058622,0.0314688395717213,"3824/5788/4092/30009/3134",5
"GO:0045639","GO:0045639","positive regulation of myeloid cell differentiation","7/408","103/18614",0.00755459699353311,0.0429818838058622,0.0314688395717213,"3458/7305/3398/7040/3123/5196/222166",7
"GO:1903531","GO:1903531","negative regulation of secretion by cell","9/408","156/18614",0.00756084658704691,0.0429818838058622,0.0314688395717213,"3134/301/5908/7133/11314/2149/7351/8673/2771",9
"GO:0045589","GO:0045589","regulation of regulatory T cell differentiation","4/408","36/18614",0.00769908637578374,0.0436460028757921,0.0319550689925289,"3458/3561/3123/3659",4
"GO:0090218","GO:0090218","positive regulation of lipid kinase activity","4/408","36/18614",0.00769908637578374,0.0436460028757921,0.0319550689925289,"975/7040/4067/998",4
"GO:0002281","GO:0002281","macrophage activation involved in immune response","3/408","19/18614",0.00780272619129567,0.0439280551874601,0.0321615713177133,"3458/7305/1524",3
"GO:0010801","GO:0010801","negative regulation of peptidyl-threonine phosphorylation","3/408","19/18614",0.00780272619129567,0.0439280551874601,0.0321615713177133,"801/4092/808",3
"GO:0098543","GO:0098543","detection of other organism","3/408","19/18614",0.00780272619129567,0.0439280551874601,0.0321615713177133,"3106/3105/3123",3
"GO:1900242","GO:1900242","regulation of synaptic vesicle endocytosis","3/408","19/18614",0.00780272619129567,0.0439280551874601,0.0321615713177133,"60/71/808",3
"GO:2000641","GO:2000641","regulation of early endosome to late endosome transport","3/408","19/18614",0.00780272619129567,0.0439280551874601,0.0321615713177133,"4478/5594/8724",3
"GO:0018108","GO:0018108","peptidyl-tyrosine phosphorylation","16/408","370/18614",0.0079028915664859,0.0444306014137883,0.0325295064841924,"6352/3458/3689/975/4145/5788/7040/3716/2534/11314/4067/28996/5775/7294/7535/5315",16
"GO:0030218","GO:0030218","erythrocyte differentiation","8/408","130/18614",0.00794351626273096,0.0445974824888311,0.0326516871173587,"55646/567/3398/7538/7049/4067/28996/80739",8
"GO:0031098","GO:0031098","stress-activated protein kinase signaling cascade","12/408","245/18614",0.00806210007131307,0.045200990221007,0.0330935404360712,"7538/1843/3146/2950/4616/387/4067/28996/5594/5478/10550/222166",12
"GO:0007566","GO:0007566","embryo implantation","5/408","57/18614",0.0081232912303837,0.0454815041964889,0.0332989164808239,"811/3490/682/397/7076",5
"GO:0030048","GO:0030048","actin filament-based movement","8/408","131/18614",0.00830347179043236,0.0464265446060388,0.0339908201947524,"23224/2316/4637/4542/81/7456/25777/4627",8
"GO:0019722","GO:0019722","calcium-mediated signaling","10/408","187/18614",0.00838831338817217,0.0468366648906709,0.0342910864534508,"6351/2214/801/5341/5788/58515/6348/7852/7535/808",10
"GO:0044319","GO:0044319","wound healing, spreading of cells","4/408","37/18614",0.00848593412547,0.0471878137727363,0.0345481772753751,"2316/389/3688/387",4
"GO:0071402","GO:0071402","cellular response to lipoprotein particle stimulus","4/408","37/18614",0.00848593412547,0.0471878137727363,0.0345481772753751,"3689/975/3688/2207",4
"GO:0090505","GO:0090505","epiboly involved in wound healing","4/408","37/18614",0.00848593412547,0.0471878137727363,0.0345481772753751,"2316/389/3688/387",4
"GO:0006469","GO:0006469","negative regulation of protein kinase activity","11/408","217/18614",0.00859285113721431,0.0477172496393536,0.034935799475122,"3458/5788/1843/2950/4616/11314/4067/5478/5997/5577/1032",11
"GO:0030042","GO:0030042","actin filament depolymerization","5/408","58/18614",0.00873366558403437,0.0483017922937912,0.0353637676651253,"5341/1072/11034/832/136319",5
"GO:0042306","GO:0042306","regulation of protein import into nucleus","5/408","58/18614",0.00873366558403437,0.0483017922937912,0.0353637676651253,"3458/2316/5295/7040/3320",5
"GO:2000649","GO:2000649","regulation of sodium ion transmembrane transporter activity","5/408","58/18614",0.00873366558403437,0.0483017922937912,0.0353637676651253,"81/7402/2040/2745/7533",5
"GO:0000272","GO:0000272","polysaccharide catabolic process","3/408","20/18614",0.00903248245317257,0.0495510073743357,0.0362783704111982,"23710/313/5499",3
"GO:0042053","GO:0042053","regulation of dopamine metabolic process","3/408","20/18614",0.00903248245317257,0.0495510073743357,0.0362783704111982,"3689/4929/3684",3
"GO:0042069","GO:0042069","regulation of catecholamine metabolic process","3/408","20/18614",0.00903248245317257,0.0495510073743357,0.0362783704111982,"3689/4929/3684",3
"GO:0071379","GO:0071379","cellular response to prostaglandin stimulus","3/408","20/18614",0.00903248245317257,0.0495510073743357,0.0362783704111982,"54331/8644/5729",3
"GO:0097709","GO:0097709","connective tissue replacement","3/408","20/18614",0.00903248245317257,0.0495510073743357,0.0362783704111982,"7040/2149/7076",3
"GO:1903427","GO:1903427","negative regulation of reactive oxygen species biosynthetic process","3/408","20/18614",0.00903248245317257,0.0495510073743357,0.0362783704111982,"2534/387/4718",3
